title,num_comments,link,text,comments,toxicity,fem,masc
Доходы и имущество таможенников будут декларироваться,0,https://uznews.uz/posts/53583,"На совещании, посвященном борьбе с коррупцией в таможенной сфере, а также стимулированию таможенников на добросовестную работу, отмечалось, что отныне доходы и имущество таможенников будут декларироваться. Об этом сообщил пресс-секретарь президента Шерзод Асадов. Кроме того, сотрудников, проработавших на одном посту 3 года, будут отправлять на 1 месяц на другие посты. С 1 марта на работу в таможенную сферу будут принимать посредством открытого конкурса. В зависимости от эффективности деятельности сотрудников таможни, им будут выплачивать до 50% надбавки к денежному довольствию. Данные надбавки будут определяться на основе конкретных показателей (KPI). Сотрудникам, несущим службу на удаленных и труднодоступных постах, будут дополнительно выплачивать надбавки к заработной плате. Также таможенникам увеличат надбавки к специальным званиям. ",[],"[0.0, 0.0]",0,1
Гостиницу «Узбекистан» в центре Ташкента подсветили флагом Украины,147,https://uznews.uz/posts/53576,"16 февраля на гостинице «Узбекистан» в Ташкенте появилось изображение украинского флага с надписью «С днём единения, Украина!» на украинском и узбекском языках. Новый государственный праздник был установлен по указу президента Украины Владимира Зеленского. В этот день по всей стране были развешаны национальные флаги, звучал гимн.  «Сегодня важный день – День единения нас всех. Мы разные, разного возраста, разного пола, из разных городов, регионов, разных профессий, разных талантов, разных знаний, языков, религий. Но объединяет нас единое желание: жить в мире счастливо одной семьей, с детьми, с родителями» , - сказал Владимир Зеленский в своем обращении к украинцам.","['Где флаги Донецкой и Луганской республик подсвеченые на гостиницу?\r\nНету желания поздравить людей?', 'Озвучте пожалуйста инициатора и спонсора этой идеи! Народу будет интересно узнать, или это тайна покрытая мраком?', 'Каждый, у кого эта бандеро-тряпка-фашист! Следовательно подлежит нейтрализации!', 'Очень глупое решение, надо привлечь ответственных. Совсем ебу дались полубезбожники и полумусульмане…', 'Сегодня пятница, -- списание.', 'Причем здесь мусульмане? А да, кстати у вас только душка хватает через соц сети высказывать мусульманам.', 'здорово они оподливились в ожидании российского вторжения. а какую им лапшу развесили западные сми - наблюдать за этой клоунадой то же своего рода историческое событие свидетелем которого ты невольно становишься.', 'ты главное памперсы свои менять вовремя не забывай.', 'так значит опыт у тебя имеется. ты будь осторожнее, я тут погуглил, оказывается девственность своей пятой точке ты вернуть не сможешь. так и будешь до старости своей ходить с протекающей кормой.', 'Про этот праздник хорошо сказал Шарий, кому ни день посмотрите, будет весело!', 'Смотрю здесь сборище кремлеботов ниче хрюкайте дальше. Слава Украйне-героям слава.', 'ты забыл ещё слово ""вата"". читай методички внимательней.', 'Слава Украйне-героям слава. - да, заднеприводным героям, в гейропе дешёвым полупокерам всегда рады', 'Кому в голову пришла мысль, и кто принимал решение? Не имею ни чего против Украинцев, т. к. сам имею кровь. Но учитывая тот факт, что у власти Украины стоят неофашисты под флагом Украины, не поддерживаю этот поступок. Лучше бы Данбас с Луганском поддержали, людям было бы понятней и приятнее, а так выглядет как будто Узбекистан разделяет политику Зеленского.', 'Теперь поддерживать сепаратов? Нет спасибо', '+++++', 'Ждем подсветку и 12 июня. Иначе не совсем ясно политический курс страны, и за этим может скрываться неоднозначный подтекст', 'Курс у страны, как флюгер поворачивается....или, как у путан на Ленинградке...кто больше предложит.', 'Курс страны ясный как соонечный день - висеть(сидеть) на растяжке меж 4-х стульев, падать будет оч. больно!', 'Окраина под фашисткую Германию косит. Хороший укроп-нашинкованный!']","[0.3515941, 0.64840597]",0,0
В Узбекистане появится новый природный парк и заповедник,1,https://uznews.uz/posts/53566,"Президент подписал постановление «О мерах по образованию охраняемых природных территорий в системе Государственного комитета РУз по экологии и охране окружающей среды». Согласно постановлению, в Учкудукском районе Навоийской области будет создан национальный природный парк «Центральный Кызылкум» , общей площадью 1,2 тыс. гектаров. В Тамдынском районе появится заповедник «Актау-Тамды» , общая площадь которого составит 40 тыс. гектаров. Определено, что земли хозяйственного использования национального природного парка «Центральный Кызылкум» останутся в распоряжении землепользователей и арендаторов, расположенных на данных территориях. Национальный природный парк «Центральный Кызылкум» и госзаповедник «Актау-Тамды» будут находиться в ведении Госкомэкологии. В текущем году парк и заповедник планируется финансировать из средств Фонда экологии, охраны окружающей среды и обращения с отходами Госкомэкологии, с 2023 — из средств местного бюджета Навоийской области, Фонда экологии и других источников, не запрещенных законодательством. ",[],"[0.0, 0.0]",0,0
Первоклассникам не будут предоставлены дополнительные каникулы,0,https://uznews.uz/posts/53559,"Такое решение принято из-за длительных зимних каникул.  «В связи с тем, что в этом году срок зимних каникул учащихся был продлен до 24 января, дополнительные недельные каникулы, предоставляемые в феврале для учащихся 1-х классов, не будут предоставляться», - говорится в сообщении.",[],"[0.0, 0.0]",0,0
"Артыкходжаев: «За 3,5 года работы в должности хокима не присвоил ни одного сума из бюджета» — видео",28,https://uznews.uz/posts/53546,"На пресс-конференции, прошедшей в Ташкенте, хоким Джахонгир Артыкходжаев ответил на вопросы относительно спонсорских пожертвований.  «За 3,5 года работы в должности хокима я не присвоил ни одного сума из бюджета. Добавлял, отдавал заработанные, но никогда не присваивал деньги народа», - заявил глава Ташкента. Хоким Джахонгир Артыкходжаев рассказал, что до того, как он стал главой города, у него было 35 автомобилей, а сегодня у него их осталось всего 6. В ближайшее время он планирует выставить на аукцион еще одну машину. Об этом хоким сообщил в ходе пресс-конференции в столичном хокимияте в среду.  «На деньги, полученные от продажи автомобиля, проведем операции на сердце больным детям» , - сказал Джахонгир Артыкходжаев.","['Эти слова в пятницу в мечети пусть вспомнит', 'У него и так много бабла приносить компании которые он владеет! Зачем ему красть государственные деньги?', 'Все те, кто хокимы, распоряжаются государственными деньгами, т.е. теми деньгами, которые им подарены распоряжаться.', 'Ему присвоили', 'Да ни одного сума, а зачем ему сум?', 'Честно признался ""я не присвоил ни одного сума из бюджета"", про долллары ни чего не говорил...', '1', 'Да не присвоил ... попробуйте взять землю на бизнес , и тут же скажут что это земля принадлежит ему. Фиг поверит что он честный', 'Да он правду говорит с государства не взял не копейку так как он сам и есть государства который отнимает всё у народа. Всё что есть народное богатства государственные ресурсы парки и базары, они типа продают через аукцион за низкие цены и сами же их покупают за одниже деньги с одного кармана берут и на другой кладут. а народу шиш с фигом. Так и обкрадывают свой народ а ещё говорят что они честные \nВсе заводы и фабрики банки и всякие медияпарки технопарки принадлежать только им', 'Ангел. Вот он как выглядит. Продал машину, купил дом за границей, готовит себе тыл.']","[0.95247155, 0.04752841]",0,2
Иностранцев и лиц без гражданства будут выдворять из Узбекистана за нарушения на госгранице,5,https://uznews.uz/posts/53543,"Согласно закону «О внесении изменений и дополнений в Кодекс РУз об административной ответственности», КоАО РУз дополнен частями 3 и 4 в статью 224 (1) (нарушение режима в пунктах пропуска через государственную границу Узбекистана). Теперь иностранные граждане или лица без гражданства, в случае неуплаты штрафа за нарушение режима в пунктах пропуска через государственную границу, будут выдворены за пределы республики с последующим ограничением на въезд в страну сроком на 1 год. В случае повторного нарушения, совершенного в течение 1 года после применения административного взыскания и неуплаты штрафа, иностранные граждане или лица без гражданства будут выдворены за пределы республики с последующим ограничением на въезд в страну сроком на 3 года. Отметим, что под нарушением режима в пунктах пропуска подразумевается несоблюдение порядка пребывания и передвижения лиц и транспортных средств в пунктах, а также противоправное проникновение лиц к закрытым местам и транспортным средствам. Санкциями данной статьи предусмотрен штраф на граждан от 3 до 5, а на должностных лиц — от 5 до 10 БРВ. ","['Слов нет..... 60-70 летние старики сидят на верху и от маразма старческого придумывают законы. Лучше бы отменили визовый режим с Кыргызами. Называем из братьями а сами визу с ними держим ( где логика)', 'Хороший пример для России кстати.  Введение жесткого визового режима для республик Средней Азии обсуждается давно и ни на шаг не продвинулись. Крым признали в течении недели, так-же быстро признают ДНР-ЛНР, а вот закрыть границу с юга от наплыва мигрантов - это подождёт. Тьфу....', '...может быть потому, что мы свои ? Российским начальникам германских ханов, как то наплевать, кого им запрягать, славян, обозванных русскими, киргизов, обозванных казахами, или татар, обозванных от узбеков до турков, для забугорых команировочных вахтовиков, в рассеях, все одно дрова)', 'Разные цели преследуется. Крым признали давным-давно, ещё когда план по его возврату только рисовался на бумаге. Мигранты им нужны, кто ещё будет сказку воплощать в быль(через пыль))? Азиаты…\r\nЕсли бы России мешали азиаты, их бы за один день всех выперли оттуда.']","[0.6074892, 0.3925108]",0,1
"Гражданам, сообщившим о правонарушениях в сфере финансового контроля, выплатят премии",9,https://uznews.uz/posts/53536,"Принято постановление президента «О дальнейшем повышении эффективности расходов Государственного бюджета Республики Узбекистан и совершенствовании деятельности органов государственного финансового контроля». Согласно документу, при Министерстве финансов создается Инспекция государственного финансового контроля, в составе которой будут организованы: • Управление по проведению контрольного обмера на объектах строительства для установления контроля за соответствием произведенных затрат объему фактически выполненной работы на объектах строительства, осуществленных за счет средств бюджета; • Управление комплаенс-контроля для предупреждения злоупотребления должностными полномочиями и других коррупционных проявлений в системе государственного финансового контроля. Помимо этого, с 1 апреля 2022 года лицам, известившим Инспекцию о фактах правонарушений в сфере государственного финансового контроля, будет выплачиваться премия за счет средств, выявленных в процессе финансовых проверок и взысканных в пользу государства. ","['стукачей нужно поощрят. они оздоравливают общество. во всех развитых странах мира благодаря их усилиям поддерживается порядок в обществе. и вообще, не стукачи, а сознательные граждане.', 'Призывают стучать друг на друга за деньги.', '🤣🤣🤣', 'Это лучше, чем подставлять им зад, чтобы они драли  во все дыры. Пусть страдают как те, которых они обманывают и у кого вымогают.', 'Они бы сначала выплатили кэшбек за чеки, а потом уже просили стучать. Веры нет.', 'В их ведомстве аванс не предусмотрен..сперва стукануть на соседа, а потом возврат кэша.', 'Вокруг подписи солнцеликого прикормили наивных детей, некомпетентных в развитии взрослой, суверенной государственности. По их выхлопам видно чему, куда и зачем их учили, за буграми, для развала Нашего государства. Вся надежда возрождения разваленных залетными торгашами производственных мощностей, на Россию, которая создала Узбекистан в Бухаре.', 'Полный дурдом']","[0.33500856, 0.66499144]",0,1
Пограничные войска СГБ начнут рассматривать административные дела,1,https://uznews.uz/posts/53542,"Согласно документу , КоАО РУз дополнен статьей 248 (2), предусматривающей передачу сотрудникам пограничных войск Службы государственной безопасности рассмотрение правонарушений, предусмотренных статьей 224 (Нарушение правил въезда и проживания в пограничной зоне, а также в местностях, где установлены временные ограничения въезда и пребывания граждан) и ч. 1 статьи 224 (1) (Нарушение режима в пунктах пропуска через Государственную границу РУз). Кроме того, рассматривать дела о вышеуказанных административных правонарушениях и применять административные взыскания в виде штрафа от имени пограничных войск имеют право начальники подразделений пограничных войск СГБ и их заместители. ",['Погранцам разрешили заняться бизнесом.'],"[0.8986762, 0.101323806]",0,0
Тоннель в Мирзо-Улугбекском районе реконструируют — фото,0,https://uznews.uz/posts/53529,"Как сообщает пресс-служба хокимията Ташкента, в Мирзо-Улугбекском районе начата ремонтная работа. Реконструируется тоннель, проходящий через проспект Мустакиллик. Во время реконструкции стены тоннеля будут покрыты фибробетоном – строительным материалом с армирующим наполнителем. Сообщается, что в рамках реконструкции будет приведена в порядок система освещения данной территории. Как заверили в хокимияте, во время ремонтных работ не будут ограничивать движение автомобилей и пешеходов. ",[],"[0.0, 0.0]",0,0
В центре Ташкента возведут новую прогулочную аллею — фото,4,https://uznews.uz/posts/53524,"Хоким Яккасарайского района Анвар Сайфутдинов представил проект работ, запланированных в «Парке Космонавтов», сообщает пресс-служба районной администрации. В проекте, разработанном квалифицированными специалистами исходя из градостроительных требований, предусмотрено сохранение зелени и деревьев на территории парка, а также расширение зелёной зоны. Отмечается, что парк не отвечает требованиям современных парков и аллей, в нем также отсутствуют необходимые условия и удобства для прогулки и досуга населения. В связи с этим на его территории планируется создать прогулочную зону с современными удобствами. В новом парке также будут организованы пешеходные и велосипедные дорожки, установлены детские площадки и созданы другие удобства, исходя из потребности населения. ","['Только прикормленный властями недоумок благоустройства мог придумать раздражающие красные дорожки, среди прогулочных тротуаров. На смех курям) Весь колесный транспорт, даже арба с ишаком, все на дороге, как и положено. Испорченных в пустую, общенародных денег не жалко, мало ли их попилено...', 'Красные велосипедные дорожки во всем мире имеются, если расположить их на проезжей части в Узбекистане, то и так сбивают людей тысячами, а начнется полное месиво. Ташкент город не новый, поэтому предусмотреть расположение таких красных трасс, как в том же Дубае, заранее невозможно, приходится их вклинивать в парковые тротуары и т.д.', 'Все идет к тому, что угробят парк...']","[0.9933939, 0.0066061267]",0,0
В Минюсте опровергли информацию о необходимости пересдачи экзамена для замены старых водительских прав на новые,2,https://uznews.uz/posts/53513,"По сообщению Минюста, в последнее время в центрах госуслуг наблюдаются длинные очереди. Причиной тому стала дезинформация граждан о том, что срок замены водительских прав старого образца на новые истекает 1 марта текущего года, после чего водителям якобы придется пересдавать экзамен для получения права на управление транспортным средством. В Министерстве отметили, что данная информация не соответствует действительности и напомнили, что замена старых водительских прав будет осуществляться до 31 декабря 2022 года. При этом, пересдавать экзамен не требуется. Замена водительских прав старого образца на новые осуществляется в следующие сроки: — выданные до 2010 г. – до 31 марта 2022 г.; — в 2010-2012 гг. - до 30 июня 2022 г.; — в 2013-2015 гг. – до 30 сентября 2022 г.; — после 2015 г. - до 31 декабря 2022 г. ","['Это всё конечно хорошо! Но когда уже начнут выдавать оригинал тех паспорта, в место талонов?  Почему так происходит? Или гаи специально создают дефицит, чтоб капал левый доход?']","[0.9981188, 0.001881181]",0,0
Площадь космонавтов в Ташкенте реконструируют с сохранением памятников,0,https://uznews.uz/posts/53519,"Рабочая группа квалифицированных специалистов разработала проект по реконструкции участка Площади космонавтов в Ташкенте с сохранением памятников, сообщает пресс-служба столичной администрации. Отмечается, что сейчас гранитные плиты вокруг памятника Владимиру Джанибекову на Площади космонавтов находятся в аварийном состоянии. Тротуары также нуждаются в ремонте, так как дождевая вода, собирающаяся на этом участке, причиняет неудобства пешеходам. В ходе реконструкции парк будет благоустроен в соответствии с современными градостроительными требованиями, будут обустроены тротуары и проведены масштабные работы по благоустройству территории. Как заявили в Управлении культурного наследия Ташкента, строительные работы были начаты без соответствующего разрешения. В Управлении напомнили, что строительные, ремонтно-реставрационные работы могут осуществляться только после одобрения Научно-экспертного совета при Агентстве культурного наследия. Однако такого одобрения на проведение работ на Площади космонавтов получено не было. ",[],"[0.0, 0.0]",0,1
В Ташкенте на аукцион выставлен парк аттракционов Anhor,8,https://uznews.uz/posts/53514,"На онлайн-площадке e-auksion выставлен на аукцион парк аттракционов Anhor, расположенный в Шайхантахурском районе столицы. Сообщается, что общая площадь парка составляет 8,35 га. Наряду с зарегистрированными сооружениями, на территории имеется незаконная постройка общей площадью 1821 кв. м. В настоящее время данное здание сносится. Цена объекта указана с учетом НДС. Стартовая цена лота составляет 376 млрд 485 млн сумов. Прием заявок на участие в аукционе завершится в 09:00 18 марта. Спустя час в 10:00 18 марта начнутся торги. ","['Что то Ташкент никак не дожмет любой из способов дойки иностранных инвесторов, все междусобойчик ощущается) Видимо сбросили бабаи, долги, подросшей молодежи, а та пока в раздумьях, как застраховать и заложить имущество под забугорные деньги фантастически привлекательных инвестиционных проектов) А там или ишак, или падишах)))', 'СТАДИОН БУНЕДКОР ТО ЖЕ НАДО ВЫСТАВИТЬ НА ПРОДАЖУ , ТОЛКО ОТ НЕГО ТОЛЬКО ДЕНГИ С БЮДЖЕДА ИДУТ НА ЕГО СОДЕРЖАНИЕ , А КОКЙ ТАМ МОЖНО ПОСТРОИТЬ ЖИЛОЙ МАССИВ БУНЕДКОР СИТИ , СОКА ДЕНЕГ ШЛО БЫ В БЮДЖЕТ', 'Таких застройщиков как ты, гнать паганой метлой из Ташкента надо, тошнит уже от вас, бизнесмен блин.', 'Этот грёбаный парк принадлежит АО УТЙ, компания погрузилась в охренительные долги, З/П людям платить не чем, вот и распродают что не очень то и надо.', 'Дурацкий парк! Как в пустыне! Но для некоторых, это само совершенство. 🐏']","[0.62395144, 0.37604856]",0,1
"Мужчину, стрелявшего в кошек и собак, арестовали на 15 суток",17,https://uznews.uz/posts/53509,"Ранее мы писали , что в Мирабадском районе мужчина стрелял в животных из ружья. Хозяйка раненой кошки обратилась с заявлением в правоохранительные органы. В УКД ОВД Мирабадского района установили личность мужчины, жестоко обращавшегося с животными. Им оказался 29-летний И. А., который ранил кошку из пневматического ружья. В ГУВД Ташкента сообщили , что в отношении злоумышленника был составлен протокол в соответствии с частью 1 статьи 111 (Жестокое обращение с животными) и статьей 185 -3 (Незаконный оборот предметов, оборот которых в качестве гражданского и служебного оружия запрещен на территории Республики Узбекистан) КоАО. Суд признал 29-летнего мужчину виновным в совершении правонарушений и назначил ему наказание в виде административного ареста сроком на 15 суток. ","['Таких выродков калечить надо, ибо они неисправимые изверги! Завтра он на людей начнёт охоту, ждите...', 'Мне, старику-одуванчику, по-моему, полуночному маршруту прогулок, давно знакомы и стаи собак, и их территория. Узнать животных, воспитанных дома, людьми, нетрудно, да и они меня давно знают. Но нередко когда и среди них появляется новая тявка, злая от безысходности улицы, после заботливых рук старика или старушки. И тогда острый гвоздь, в кармане, чует такая воспитанница, а иначе покусает, да и стаей у нас нападают все, кто ссыковат, среди людей.', '10-дюймовый гвоздь в кармане - страшное оружие.', '...все знаешь)', '15 суток? 15 СУТООООООООК. Капееееееееееееец. административный арест это типо предупредительный. ""Болам мушукларни бошка отмагин йомон булади"" Сказали так и потом ""15 кун озодликдан махрум булинсин"". Такой бред, такой бред.Участковый наверное там брат или дядя стрелявшего', 'Всего 15 суток?! Сколько невинных кошек и собак пострадало от рук этого животного, и 15 суток?! Он психически не здоров!', 'Какое жестокое наказание...', 'Всего-то 15 суток?! Слишком гуманное наказание для этого животного!', 'наверное взятку дал. ведь были поправки в законе об ужесточении над животными']","[0.5100415, 0.48995855]",2,2
В Узбекистане заработает онлайн-площадка для продажи и обмена авто с пробегом,2,https://uznews.uz/posts/53507,"Компания UzAuto Motors подписала соглашение с казахстанским АО «Группа компаний Аллюр», согласно которому в Ташкенте будет создан новый мультибрендовый автомобильный комплекс и площадка онлайн-маркетплейса автомобилей. (Маркетплейс - онлайн-платформа для купли-продажи товаров через Интернет - прим. ред.) Сообщается, что открытие в столице многофункционального автокомплекса и онлайн-маркетплейса для продажи и обмена автомобилей с пробегом позволит создать более 150 рабочих мест. Об этом сообщает компания UzAuto Motors. «Многофункциональный комплекс продажи и обслуживания автомобилей будет представлять собой современный центр с передовым сервисом и оборудованием. Маркетплейс даст клиентам возможность получить услуги по программе Trade-in, а также приобрести автомобили с пробегом различных брендов», - говорится в сообщении. Данное соглашение с казахстанскими партнерами удалось достичь в рамках визита главы правительства Казахстана в Узбекистан. Тогда были подписаны соглашения на сумму более $650 млн. Стоит отметить, что UzAuto уже реализовал в Казахстане ряд крупных проектов, включающих в себя производство автомобилей, автобусов и сельскохозяйственной техники. ",['Пусть Uzavto сначала разберётся с заводом потом будет лезть в другие дела'],"[0.9724353, 0.027564656]",0,0
В Узбекистан из Франции вернули активы Гульнары Каримовой на $10 млн,12,https://uznews.uz/posts/53506," В Узбекистан из Франции возвращены активы ещё на $10 млн, незаконно нажитые Гульнарой Каримовой, сообщает пресс-секретарь Минюста Севара Уринбоева. 11 февраля состоялся очередной раунд переговоров между Швейцарией и Узбекистаном, в ходе которых стороны договорились о создании многостороннего трастового фонда Организации объединённых наций. Фонд будет направлен на возврат активов, конфискованных в рамках уголовного производства в отношении Гульнары Каримовой. Фонд также будет служить для возврата любых активов, которые будут конфискованы в будущем в рамках уголовного дела в Швейцарии.  В настоящее время к возврату в Узбекистан готовы активы на сумму около $131 млн. Фонд начнет свою деятельность после подписания Соглашения о реституции между Швейцарией и Узбекистаном, которое накладывает на обе стороны юридические обязательства. Сообщается также, что Московский городской суд признал приговоры узбекских судов в отношении Гульнары Каримовой и ее сообщников. В настоящее время российская сторона работает над организацией продажи конфискованного имущества для возвращения денежных средств в Узбекистан. «Возвращенные средства будут направлены на социальную сферу для улучшения благосостояния народа», — говорится в сообщении.","['И куда пойдут эти деньги ? Детям политиков на кайфы ?', 'Отпустите женщину на свободу, сами воры ебаные,  если уж считать украденные деньги у народа, тогда какого-то черта это клоунада с цветами от нынешнего презика бывшему?!', 'Каримов - Великий Елбасы. Это дочь плохая;)', 'Из десятки, пару мультов мне скиньте на счет, что я, зря читаю новости о Каримовых-Тилляевых.', 'У тебя каримовская пенсия 500т сум. Тебе хватит, комментатор.', 'Мне до пенсий ещё далеко.', 'Халявный сыр достается второй мыши) Там третья, дожидается.', 'В художественном фильме ""Спиздили""', 'Грабь награбленное...', 'Чёткий сериал', 'О, да! Конечно! Благосостояние народа улучшится. Все почувствуют.\nВы то хоть сами верите в чушь, которую говорите?', '«Возвращенные средства будут направлены на социальную сферу для улучшения благосостояния народа»....точнее очень малая часть народа несколько человеков....все эти ее сердства капли из моря украденное течении 30 лет где само моря ???']","[0.6446112, 0.35538885]",0,0
Президент поручил снизить сумму предоплаты за автомобили UzAuto Motors до 50%,6,https://uznews.uz/posts/53497,"По официальной информации, перед UzAuto Motors поставлена задача до 1 мая полностью ликвидировать очереди на покупку автомобилей, а также снизить размер предоплаты с 85 до 50%. Глава государства поручил председателю АО «Узавтосаноат» Ш.Умурзакову координировать работу по увеличению производства автомобилей и удовлетворению потребностей населения. Сообщается, что необходимо найти новые подходы и решения, исходя из проблем, связанных с производством микрочипов и международной логистикой. Было подчеркнуто, что машиностроение должно стать одним из «драйверов» отрасли. В этой связи пятилетняя стратегия развития предусматривает увеличение производства автомобилей в 1,4 раза, а экспорта - в 2 раза. ","['В нормальных странах приезжаешь к диллеру, авто, модель заранее всё оговорено, полчаса и авто твоё.', 'В нормальных странах, этот завод был бы уже закрыт, лет как 10-ть, вместе с директором.  У нас тоже самое, заранее договариваешься, потом приходишь и авто твоё :)', 'Это хорошо что снижается предоплата на 50% после вмешательства Президента, теперь Автопром будет ждать вмешательства Президента по снижению срока выдачи автомобиля, сами не решат, обязательно им должен сказать не кто иной, лично сам Президент. Это не только в Автопроме, а во всей отрасли Народного хозяйства Республики.', '1. Ув. Президент говорит о необходимости не вмешательства в дела предпринимателей. 2. Ув. Президент говорит о необходимости вмешаться в дела предпринимателей. Загадка.', 'Народное, надо же, представляешь, Наше) А слово то больше похожее на кидалово ? Нет ему ни веры, ни надежды...', 'Лучше бы сделали цены доступными на машины 80 х годов.']","[0.8336261, 0.16637392]",0,2
