,title,num_comments,link,text,comments,toxicity,fem,masc,eng_title,eng_comments
100,Тренер с мировым именем обучил юных хоккеистов в Ташкенте,2,https://uznews.uz/posts/2235,"За время своей спортивной карьеры Скиннер поработал с семью командами НХЛ, олимпийскими сборными и проводил обучение спортсменов в 45 странах мира. Среди его учеников Сидни Кросби, Александр Овечкин и другие именитые хоккеисты современности. Пятидневная программа, подготовленная для спортсменов детско-юношеских хоккейных школ Ташкента, включала: - 150 дриблинговых упражнений; - 25 финтов; - 15 трюков с шайбой; - 5 упражнений над контролем шайбы со скоростью; - секреты обыгрывания вратаря; - контроль шайбы перед защитниками, вратарями; - техника кистевого броска и щелчка. Шон Скиннер является одним из лучших тренеров в мире по совершенствованию хоккейного мастерства. Свою карьеру он начал с игры в хоккей в школе, но после колледжа сменил направление и сосредоточился на развитии тренерских навыков. Позже Скиннер выпустил видео пособия для тренировок, которые завоевали всемирную популярность среди хоккеистов. Сам тренер скромно утверждает, что лишь собрал всё лучшее, что было в мире хоккея. Сейчас эти пособия переведены на более, чем 40 языков в мире. Шукрилла Каримов, Генеральный секретарь ФХУ: «Шон знаменитый тренер, особенно хорошо он работает с детьми, у него очень богатый опыт. Мы пообщались с ребятами, кому уже 40 лет, они говорят: ""Я в молодости мечтал потренироваться у него"", представляете, сколько это времени и какая известность у Шона! Весь мир признаёт его авторитет, навыки. Нашим ребятам очень повезло, что руководство Федерации решило его пригласить. У него более 150 элементов, которые он отшлифовал и точно знает, как их преподнести детям!» Шахриёр Муминов, спортсмен детского хоккейного клуба ""Хумо"": «Мне очень понравились эти занятия, и я рад, что мне выпала возможность поработать с таким тренером. Я улучшил свои навыки дриблинга и узнал много новых обманных приёмов, которые можно использовать в игре. На первых занятиях мне было тяжело, но чем больше я тренировался, тем становилось легче. Я обязательно буду повторять те упражнения, которые показал Шон, чтобы в дальнейшем применять их в игре». Занятия каждый день проходили в очень напряжённом режиме. Сначала разминка в зале с мячами для гольфа, где тренер раскладывал каждую из четырёх составляющих хоккейной техники (дриблинг, финт, обыгрыш и убегание от соперника) на части и показывал, что нужно сделать. Затем те же упражнения проводились на льду с шайбой в течение полутора часов. После перерыва ещё одна полуторачасовая тренировка, где полученные навыки закреплялись на скорости, что должно в будущем пригодиться в игре. Юные хоккеисты Узбекистана получили большую нагрузку, но вместе с тем и огромное удовольствие от возросшего мастерства. Шон Скиннер: «Это мой первый визит в Узбекистан и я, конечно, хочу поблагодарить Федерацию хоккея Узбекистана за это приглашение. У вас отличная арена и просто фантастический лёд. Это действительно впечатляющие масштабы, а я видел много арен во всём мире. Архитектура, стиль, фасад арены, возможности льда просто великолепны. Это одна из лучших Арен, которые я видел. Я много где побывал, и часто в странах, где хоккей не слишком развит и популярен, мало способных детей. К своему удивлению, я обнаружил, что в Ташкенте очень много талантливых молодых спортсменов. Мне кажется, тренеры очень ответственно подходят к своей работе, и детский хоккей тут по уровню близок к российскому. Серьёзные тренировки, я очень впечатлён уровнем. Если у вас будет больше арен, больше спортсменов, я уверен, мы скоро сможем увидеть Узбекистан в профессиональных лигах». ","['со временем весь этот бред выветрится. а пока пускай наиграются. мы не хоккейная страна, и никогда таковой не будем. нужно развивать футбол, только в нём мы имеем шансы.']","[0.896136, 0.10386406]",0,2,A world-class coach trained young hockey players in Tashkent,"We're not a hockey country, and we're never gonna be. You're gonna have to develop football, but we're gonna have a chance."
101,Борец Бекзод Абдурахманов принес Узбекистану медаль Олимпиады в Токио,12,https://uznews.uz/posts/2238,Борец вольного стиля (до 74 кг) Бекзод Абдурахманов стал бронзовым призером Олимпийских игр в Токио-2020. В поединке за бронзу спортсмен из Узбекистана смог обыграть бронзового призера чемпионата мира-2019 Данияра Кайсанова из Казахстана. Бекзод Абдурахманов принес в копилку Узбекистана четвертую медаль Олимпийских игр в Токио. ,"['PULAT AWG ne diyon aq', 'молодец, мои поздравления.', 'siz ağıllı üçün çox danışırsınız', 'Привет клавиатурный герой', 'Тем временем ты своей жопой толстой на диване а он на Олимпийских играх с медалью  \n', 'Красавчик. Тем временем у США 93 медали']","[0.45255634, 0.5474437]",0,1,The fighter Bekzod Abdurakhmanov brought Uzbekistan the Olympic Medal in Tokyo,"'PULAT AWG ne diyon aq', 'you're young, my congratulations.' 'Siz ağällı üčün ×ox dan·rsz', 'Hello keyboard hero', 'The time you're fat ass on the couch and he's at the Olympic Games with the medal 'n', 'Beautiful. Meanwhile, the U.S. has 93 medals']"
102,Каноистки из Узбекистана вышли в полуфинал Олимпийских игр,22,https://uznews.uz/posts/2258,"Дилноза Рахматова и Нилуфар Зокирова, которые впервые принимают участие в Олимпийских играх, вышли в полуфинал Игр в Токио-2020. В четвертьфинале на дистанцию 500 метров спортсменки финишировали на втором месте с результатом 2 минуты 4,45 секунд. 7 августа в рамках полуфинала они встретятся с представительницами из России, Канады и Украины. ","['Только они победители!!!', 'Biz sizlar bilan Dilnoza va Nilufar', ""Otasi rahmat shu qizlarini, omad sizlarga chempion bo'lib qaytinglar"", 'Вообще для информации,девочки не только в первые учавствуют в Олимпиаде,это вообще в первые за всю историю Узбекистана.Так же, именно их женская дисциплина С1 и С2 дебютироет на О.И, так ранее не в одной Олимпиаде этого вида не было.', 'Ғалаба сиз томонда олға қизлар,бўш келманг омад.', '✌', '✌', 'Молодцы!!!! Умницы, так держать!!! Мы Вами ГОРДИМСЯ!!!! Удачи!!!', 'Olga qizlar. Kim aslida kim ekanligini kursatib quyinglar.', 'Singillarimizga omad tilab qolamiz. Olga singillarim. Butun Uzbekiston duoda. Biz ishonamiz sizlar eplaysizlar!']","[0.42221355, 0.5777865]",0,0,Kanoists from Uzbekistan entered the semi-finals of the Olympic Games,"['Only they have won!', 'Biz sizlar Bilan Dilnoza va Nilufar', 'Otasi rahmat shu qizlarini, mad sizlarga chempion bo'lib qaytinglar', 'In fact, not only are the girls in the first place in the Olympics, but this is the first time in Uzbekistan's history. 'It's also their female discipline S1 and S2 debutirio on O.I., so it wasn't in the same Olimpiad as this species.', 'Olga quellar, b'sh kelmang omad.', 'oh', 'oh', 'Molds!!!!!!"
103,Во всех областях откроются школы наездников при Нацгвардии,0,https://uznews.uz/posts/2262,"С 1 марта 2022 года во всех областях, а также республике Каракалпакстан и в городе Ташкенте заработают специализированные детско-юношеские конноспортивные школы (Школы наездников). Они войдут в систему Национальной гвардии и станут внешкольными спортивно-образовательными учреждениями. В задачах школ наездников - привлечение подростков и молодежи к постоянным занятиям конным спортом, современным пятиборьем, поло и улок-купкари, а также подготовка спортсменов, имеющих разряды и ранги. В городах и районах страны будут открыты секции Школ наездников, они будут созданы методом государственно-частного партнерства. Школы наездников станут работать по рейтинговой системе оценки эффективности деятельности, согласно которой руководящий состав, инструкторы-методисты, тренеры и иные работники будут ежегодно поощряться единовременной денежной премией до 10-кратного размера БРВ. Стоит отметить, что на базе Школ наездников заработают Центры иппотерапии, финансируемые за счет собственных средств. Они займутся лечением детей с неврологическими, психическими и иными заболеваниями, медико-социальной реабилитацией детей с отклонениями в физическом или психическом развитии. При этом детям из семей, включенных в «Железную тетрадь», услуги будут оказываться бесплатно. ",[],"[0.0, 0.0]",0,1,National Guard rider &apos; s schools will be opened in all regions,[]
104,Легкоатлетка Сафина Садуллаева вышла в финал Олимпиады в Токио,6,https://uznews.uz/posts/2290,Сафине Садуллаевой удалось преодолеть высоту 1.95 м. Всего из группы А и В смогли прыгнуть 1.95 м и выйти в финал 14 участников. Финал по прыжкам в высоту пройдёт 7 августа в 15:35 по ташкентскому времени. ,"['Максимально отмобилизованная девушка, Удачи ей !', 'Молодец вперед?', 'удачи ей, как и нашему боксёру супер тяжу. но надо сказать что у боксёра настоящий финал, в котором от золота его отделяет один оппонент, а у ней лишь финальная стадия соревнования, когда соперниц будет выше крыши.']","[0.84288245, 0.15711747]",1,0,Safin Sadullaev's lungathlete went to the finals of the Olympics in Tokyo.,"""Good luck to her, good luck to her, good luck to her, good luck to her, like our boxer's super load. But let's say the boxer has a real finale where one opponent separates him from the gold, and she only has the final stage of the competition when the rivals are above the roof."""
105,Боксер Баходир Жалолов вышел в финал Олимпиады в Токио,6,https://uznews.uz/posts/2303,"В бою с Фрейзером Кларком Жалолов ослабил своего противника своими мощными ударами. В третьем раунде матч был остановлен из-за травмы соперника. Баходир Жалолов имел явное преимущество по набранным очкам и вышел в финал. Бой за первое место состоится в воскресенье, 8 августа, в 11:15 по ташкентскому времени. Соперником Жалолова станет американский боксёр Ричард Торрез младший. ","['Отанга рахмат у́гил бола', 'Красава победил сильного соперника ', 'Победы в финале!']","[0.35305342, 0.6469466]",0,1,Boxer Bahodir Zhalov went to the finals of the Olympics in Tokyo.,"'Otanga rahmat ugill bola', 'Krasawa defeated a strong rival ', 'wins in the finals! '"
106,Тяжелоатлет Акбар Джураев завоевал золото Олимпийских игр в Токио,4,https://uznews.uz/posts/2319,"Штангист из Узбекистана стал победителем олимпийского турнира по тяжелой атлетике в весовой категории до 109 кг. Эта медаль стала второй наградой высшей пробы на Олимпийских играх для сборной Узбекистана. Спортсмен в сумме показал результат 430 кг (рывок - 193 кг, толчок - 237), установив олимпийский рекорд. ","['Поздравляю всех с очередной золотой медалью друзья! Узбекистан снова в Топ-30 ?? Акбар братишка отенга ва акенга рахмат! ', 'Молодец ?!!!']","[0.44759154, 0.55240846]",0,0,Akbar Juraev won the gold of the Tokyo Olympic Games.,"['Congratulations on another gold medal, friends! Uzbekistan back to Top 30?'? Akbar brother otenga va akenga rahmat!, 'Good boy!! ']"
107,Официально: Эльдор Шомуродов стал игроком «Ромы»,10,https://uznews.uz/posts/2343,"Шомуродов подписал с «Ромой» пятилетний контракт — до конца июня 2026 года. В составе «волков» Эльдор будет выступать под 14-м номером. «Дженоа», согласно контракту, сможет претендовать на процент от дальнейшей перепродажи игрока. Напомним, футболист из Узбекистана Эльдор Шомуродов перешёл в «Дженоа» из «Ростова» в 2020 году. Стоимость трансфера нападающего составила € 7,5 млн. Контракт Эльдора с клубом из Генуи был рассчитан до лета 2024 года. В сезоне-2020/2021 26-летний форвард провёл 31 матч в итальянской Серии А, забил восемь голов и отдал одну результативную передачу. ","['SaAz, смешной, какие ещё малибу в европе? это тут такие как ты считают её машиной мечты. там в европах уважающие себя люди ездят на приличных машинах приличных марок. а уж футболист миллионщик и подавно будет ездить на: ламборгини, ферари, бэнтли, порше или бугатти.', '13-14 малибу в месяц)', '7 голов и 10 лямов в пользу Дженоа я рад за него ', 'Люблю я наши новости,шо пиз@ец. А чтож вы не написали,что он пошел в аренду на год,и если Рома выйграет в еврокубковые состязания(лига чемпионов или лига европы),то только тогда они и выкупят его??? Вы такие смешные узньюс что я худею.', 'Достижения его, а налог в казну, есть кого подоить']","[0.6711748, 0.32882524]",0,1,Officially: Eldor Schomrodov became a roma player.,"['SaAz, funny, what other malibu in Europe? It's like you think it's a dream machine. In the Europeans, self-respecting people ride decent cars. I'm happy for him. 'I love our news, shithead@. Why didn't you write that he went on a year's lease, and if Roma wins a Eurocup competition, they'll only buy him out?'"
108,Медаль обеспечена: Баходир Жалолов пробился в полуфинал Олимпиады,8,https://uznews.uz/posts/2385,"Представитель сборной Узбекистана по боксу Баходир Жалолов пробился в полуфинал Олимпийских игр в Токио, победив в четвертьфинале соперника из Индии Сатиша Кумара. В полуфинале, который состоится в среду, 4 августа, Жалолов выйдет на ринг против Фрейзера Кларка из Великобритании. ","['А что, есть специальный жест для расстрела послов? Теперь надо за указательным пальцем следить, покажешь невзначай на кого, а его бац и хлопнули :-/', 'Жека, вы о чем?  Во первых, жест о котором вы пишите, показывают правой рукой, это принципиально. Во вторых, направление пальца должно быть вверх. А в третьих, проспитесь и не пишите всякую чушь.', 'Жест поднятия указательного пальца это не жест терористов которые растряляли послов!', 'удачи ему. а поводу выступления наших боксёров можно только посочуствовать. в прошлой олимпиаде мы выиграли боксёрский турнир, заняв первое общекомандное место, а в этом едва ли хотя бы 1 золото возьмём. такой спад говорит о многом.']","[0.35292992, 0.64707005]",0,0,Medal secured: Bahodir Zhalov made his way to the semi-finals of the Olympics,"Now you've got to watch the index finger, show no sign of who, and his bats are slammed, 'Geka, what are you talking about? First, the gesture you're writing about, it's a matter of principle. Second, the direction of the finger should be up. And third, sleep out and don't write any bullshit.', 'The gesture of the index finger is not the gesture of the terorists that rocked the ambassadors!', 'good luck to him.' and the performance of our boxers can only be considered. In the last olympiade, we won the boxer tournament by taking the first team seat, and that's hardly one gold to take."
109,Сборная Узбекистана привезла на Олимпиаду 500 банок плова,56,https://uznews.uz/posts/2394,"Спортсмены сборной Узбекистана привезли на Олимпийские игры в Токио плов и лепешки. Всего даров из Узбекистана у нашей делегации насчиталось порядка 500 банок плова и около 200 лепешек. Об этом сообщает информационное агентство ТАСС. Национальное блюдо они привезли двух видов: плов самаркандский и традиционный. Как выяснилось, привезли все это они не для себя, а для того, чтобы угощать других спортсменов, в очередной раз подтверждая тот факт, что узбекистанцы – гостеприимный народ. Попробовать узбекские лепешки недавно смогли российские спортсмены, которым были переданы дары Узбекистана. ","['Плов в консервный банке худшее что можно себе представить. Взяли лучше казан,барашка,мешок риса,мешок лука и морковки. Вот тебе настоящий плов,а то консерва,это не плов. Фигня. ', 'А вот и гостеприимство настоящее Узбекистанцев в комментариях)) ', 'Ты судя по всему сам чурка долинская) поэтому и мастера у тебя признанные оттуда же...Вся долина - сброд гавна, мутящий воду вечно, там и родился поганка?))\n\nБухара и Самарканд бывшие настоящие и богатейшие столицы того, часть чего занимает современный Узбекистан. Оттуда и пошли изначально все узбекские блюда от плова до лагмана васёк. И самое главное блюдо всех узбекских свадеб - «ош софи».\n', 'Карим, это ты иди малолеткам рассказывай где родина плова ок? Я его сам готовлю только видов 5-6 только, да так, что твоя коренная ферганская бабка с ума сошла от вкуса...\nТак что дорогой это мозги у тебя гниющие, а не бухарские лепешки. Иди пукай себе в уши и в нос дальше, заодно и проверишь нет ли симптомов коронавируса)', 'Это типа отчёт,  на что потрачены деньги госбюджета!!! Отмыв', 'Стыдно это рекламировать!', 'Musobaqaga borganmisan yoki osh-non tarqatgahimi? ', 'мишка Teddy, рис есть, и много. разных сортов. но специфический, плов из такого не приготовишь.', 'Arthur Fleck, а по поводу самаркандских лепёшек ты опять пукнул невпопад. сразу видно любителя гниющих буханок и резиновых дешёвых лепёшек.', 'Arthur Fleck, о, очередной ""знаток"". я тебя разочарую, но в самарканде и бухаре плов готовить не умеют. родина плова - ферганская долина и ташкент. признанные мастера плова всегда из коканда, ташкента и андижана. запомни это, и больше не пиши глупости, артурик.']","[0.63126945, 0.36873055]",0,0,Uzbekistan's team brought 500 cans of ploa to the Olympics.,"The worst thing you can imagine in a tin can is that you've got a better bag of rice, a barn, a bag of rice, a bag of onions and carrots. Here's a real plough, and that's a can, and that's not a plough."
110,НОК Узбекистана обжалует результаты поединков узбекских боксеров на Играх в Токио,12,https://uznews.uz/posts/2447,"Проведение соревнований по боксу на нынешних Играх в Токио поручено не Международной ассоциации бокса, а специальной комиссии, созданной МОК, которую возглавляет президент Международной федерации гимнастики Моринари Ватанабэ из Японии. Во время Олимпиады делегации некоторых стран выразили недовольство по поводу судейства на соревнованиях по боксу. В частности, председатель НОК Узбекистана Рустам Шаабдурахманов и Генеральный секретарь Комитета Ойбек Касымов провели встречу с Моринари Ватанабэ для прояснения ситуации. В специальной комиссии отметили, что помимо 5 судей, двое специальных представителей следят за их решением на каждом соревновании. Итоги боев не пересматриваются. Международные представители подчеркнули, что случаи, вызывающие подозрение анализируются отдельно. Судьи, которые непрофессионально выполняют свои обязанности, будут отстранены от Олимпиады и возвращены домой. ","['34 МИЛЛИОНА ЛЮДЕЙ ОСТАНУТСЯ БЕЗ ПРАЗДНИКА ИЗЗА КАКОГО ТО ЯПОЧИКА КОТОРЫЙ И ВОВСЕ ГИМНАСТИКОЙ ИНТЕРЕСУЮЩИЕСЯ И ПРОДАЮЩИЕ ВСЕ МАТЧИ АНГЛОСАКСОАМЕРИКАНЦАМ?НУ И БОКСЁРЫ БЫЛИ ХРЕНОВО ПОДГОТОВЛЕНЫ', '34 МИЛЛИОНА ЛЮДЕЙ ОСТАНУТСЯ БЕЗ ПРАЗДНИКА ИЗЗА КАКОГО ТО ЯПОЧИКА КОТОРЫЙ И ВОВСЕ ГИМНАСТИКОЙ ИНТЕРЕСУЮЩИЕСЯ И ПРОДАЮЩИЕ ВСЕ МАТЧИ АНГЛОСАКСОАМЕРИКАНЦАМ?НУ И БОКСЁРЫ БЫЛИ ХРЕНОВО ПОДГОТОВЛЕНЫ', 'Лишили медали....Т9', 'Таймазова через 9 лет медали решили, а здесь можно и переиграть я думаю, олимпиада же ещё идёт!', 'Обратного хода НЕТ и НЕ БУДЕТ! Но РАССМОТРЯТ И ПРИМУТ РЕШЕНИЕ!', 'Наврядли, что нибудь изменится, но попробовать стоит!']","[0.99214697, 0.007853019]",0,1,NCA of Uzbekistan is appealing against the results of the Uzbek boxer fights at the Tokyo Games,"['34 MILLION OF PEOPLE LEFT WITHOUT A CHEERING AND ALL THE GYMNAISTIC INTERESTING AND ALL THE GUYS OF ANGLOSXO AMERICAKERS? AND BOXIVELY PREPARED, '34 MILLION OF PEOPLE IS LEFT WITHOUT A CHAPTER OF WHAT EVERY JOHN AND ALL THE GUY INTERESTING AND THE EVERY MACHINE ANgloXO AMERICAN? NON AND BOXIVE WAS PREPARED, 'Lished medals...'T9', ""Taymazov has decided in nine years' time, and here I think it's possible to play the olimpiada is still going, but it's going to change the wrong way!"
111,Эльдор Шомуродов переходит в ФК «Рома»,2,https://uznews.uz/posts/2476,"Как утверждает популярный спортивный журналист Николо Скира, «Рома» арендует игрока с обязательством выкупить его за 16 млн евро. При этом «Дженоа» еще получит определенный процент в случае последующей продажи футболиста. Контракт с Шомуродовым будет рассчитан до 2026 года. По сведениям инсайдера Фабрицио Романо, сумма сделки оценивается примерно в 18 млн евро. В прошлом сезоне Шомуродов забил 8 голов за 31 игру в Серии А. ","['неужели настолько хорош?? если да, то моё почтение. выжить и забивать нападающему в серии а, где самые жестокие защитники - это по плечу только избранным. рональдо де асис не даст соврать.']","[0.39207432, 0.60792565]",0,0,Eldor Schomrodov is moving to the Roma FC.,"If so, my honor, will you survive and beat the assailant in the series of a, where the worst protectors are only the chosen ones."
112,Дзюдоист Давлат Бобонов принес Узбекистану вторую медаль Олимпиады в Токио,44,https://uznews.uz/posts/2489,"Дзюдоист Давлат Бобонов завоевал бронзовую медаль Олимпийских игр в Токио и принес в копилку Узбекистана вторую медаль. Борец, выступавший в весовой категории до 90 кг, вышел на татами против турецкого дзюдоиста Михаэля Жганка и одержал над ним победу. Таким образом, это вторая медаль сборной Узбекистана на Играх в Токио. Ранее золотую медаль получил тхэквондист Улугбек Рашитов в весовой категории до 68 кг.","['Фото впечатляющее))Турок хоть живой остался?))', 'отенгга раҳмат', 'зўр янгилик маладес братан\n', ""OLG'A  MXSK !!!!!!! "", 'Ҳақиқий ҳарбийлигини кўрсатди отасига рахмат', '?\u200d♂️?\u200d♂️?\u200d♂️маладец', ""MXSK ni bolaside! Malades Davlat! Faqat olg'a!"", '??????молодец', '??????молодец', 'Yana bitta medal harbiy sportchilar tomonidan olindi']","[0.45424944, 0.54575056]",0,0,Judoist Davlat Bobonov brought Uzbekistan the second Olympic medal in Tokyo,"(""Photo impressive)""""""""""""""', 'tengha rut', 'z'r Yangilik Maladez bro'n', ""OLG'A MXSK!!!!!!!"", ""Oh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh,"
113,Никита Рафалович обыграл двукратного чемпиона мира и вышел в полуфинал,84,https://uznews.uz/posts/2573,"В четвертьфинале нашему представителю бросил вызов Милад Беги из Азербайджана. Поединок против победителя двух последних чемпионатов мира, победителя Рио-2016 завершился победой Рафаловича. Таким образом, представитель Узбекистана сделал еще один смелый шаг навстречу к олимпийской медали. В полуфинале Никита Рафалович встретится с иорданцем Аль-Шарабати Салех. ","['Карим Каримыч, це шутка была однако;) \nПомню только последние три буквы..\n- Вна?\n\n- Вич!', 'Arthur Fleck, рафалОвич у него фамилия.', 'Поздравляю Никита Рафалович! А как ваша фамилия?!)', 'Очередной чемпион преодолевает все трудности на пути к золоту. Накита не останавливайся. Мы болеем за тебя воспитанника МХСК Минобороны', "".Ózbekiston bayrog'ini, Mudofaani nomini, ota onangni obrósini baland kótarib yur."", ""Nasib bósa navbatdagi oltin seniki bóladi. Olg'a."", ""G'alaba muborak azamat."", 'Табриклаймиз қуролий кучларимизни', 'Браво нашим чемпионам. Браво МХСК. Браво Минобороны!!! Мы надеемся и верим в вас', 'Эстафетная палочка побед передана следующему спортсмену. Так держать Никитос. Будем надеется Улугбек будет не единственным чемпионом военнослужащим Узбекистана']","[0.16807726, 0.8319228]",0,1,Nikita Rafalovich beat the world's two-time champion and went to the semi-finals.,I remember only the last three letters...............................................................................................................................
114,Улугбек Рашитов выиграл первую золотую медаль для Узбекистана на Олимпиаде в Токио,130,https://uznews.uz/posts/2583,"В финале наш соотечественник победил действующего чемпиона мира Брэдли Синдена из Великобритании со счетом 34:29 и завоевал золотую медаль. Напомним, Улугбек Рашитов стал первым узбекским тхэквондистом, завоевавшим олимпийскую медаль. ","['Kimga qanday bilmadimu ich ichimdan sevinib kettim shu MHSK sport klubi azosi bòlgan Uluĝbek Rashitovni jangini kòrib. Otasiga rahmat. Qolgan barcha sportchilarimizga ham omad tilayman', 'Шундай ўғлонларимиз бор экан ватанимиз байроғи ҳамиша юқорида ҳилпирар', 'Благословенная победа. Удачи вам, военные спортсмены минаобороны', 'Поздравляю с победой. Улугбек служит в минобороны. Спасибо за все.  ', 'Улугбек тебе респект. Я тоже отдам своего сына в спорт клуб Минобороны', 'Shunaqa mard harbiylar borakan xavf xatardan qórqmay yashaymiz', 'Harbiy sportchilarga shunaqa sharoit yaratib bergan yurtboshimizga rahmat. ', 'Barchaga medal muborak. ', 'Harbiy digan nomga munosib ekanligingni yana bir bor isbotlading', ""Yashavor dóstim! Ota onangni, Mudofaa vazirligi MHSK dagi ustozlaringni, ózingni mehnatingni natijasi bu. G'alabang bardavom bósin. Dunyoda tengsiz ekanligingni isbotlading""]","[0.32430422, 0.6756958]",0,0,Ulugbek Rashitov won the first gold medal for Uzbekistan at the Tokyo Olympics.,"['Kimga qanday Bilmadimu ich ich ichimdan sevinib kettim shu MHSK sport klubi azosi bxlgan Uluäbek Rashitovni jangini k~rib. Otasiga rahmat. Kolgan barcha sportchilarizga ham mad tilayman, 'Shandai "
115,Оксана Чусовитина выступила на Олимпиаде в Токио и завершила профессиональную карьеру,22,https://uznews.uz/posts/2585,"На арене «Ariake Gymnastics» в Токио Чусовитина выполнила  последний опорный прыжок в своей спортивной карьере. В квалификационном раунде опорного прыжка спортсменка набрала 14,166 баллов и заняла 11-е место среди 16 участниц. К сожалению, этого не хватило для выхода в финал и спортсменка под аплодисменты своих болельщиков, тренеров и коллег покинула большой спорт. ","['На фото бабке 80 лет.', 'Только уважение ', 'Браво, Оксана. У вас не 11 место, а два раза 1 ое место. Одно только ваше участие в этих играх сделало их легендарными. Токийскую олимпиаду будут помнить, как 8 ую олимпиаду Чусовитиной и никак иначе.', '936203715 25 июля, 19:14\nЯ обращаюсь к тебе, ты наглый или наглая,не понимаю, как можно на спортивно-сложенную, крепкую спортсменку, писать в такой отвратительной манере и говорить что она ""старуха""\nСтаруха скорее всего это ты, который сидит на своей жирной заднице, продавливая диван!', 'Священная, древняя Бухара, издревле Родина всемирных талантов.', 'Посмотрел бы как в 20 лет в топ 20 по гимнастике в мире попадают.', 'она легенда. должна была нести флаг, но националюги нок кинули её и дали нести другой спортсменке, поэтому и она выступила плохо.', 'Легенда спорта,только то что это ее 8 олимпиада,уже много значит,она в книгу рекордов Гиннеса попала.здоровья ей и сыну,за которого она так переживает и  делает все для него!удачи в жизни Вам Оксана и всех благ!', 'Спасибо Оксана. \n????????????????????????', 'Всему свое время, мне было жаль на нее смотреть. Старуха. ']","[0.60000485, 0.3999951]",0,0,Oksana Chusovitina performed at the Tokyo Olympics and completed her professional career.,"You don't have 11 places, you don't have 11 places, you have 2 times 1 place. Only your participation in these games has made them legendary. The Tokyo Olympics will remember how the 8th Olympic of Chusovitina and no other way. ', '936203715 on July 25, 19:14. 'I speak to you, you're insolent or insolent, I don't understand how you can write a sports-compulsed, strong athlete in such a disgusting manner and say that she's an ""old woman"" in the world's"
116,Медаль обеспечена: тхэквондист Улугбек Рашитов вышел в финал Олимпийских игр,22,https://uznews.uz/posts/2589,"Несколько минут назад Улугбек Рашитов (-68 кг) успешно провёл полуфинал против Недзада Хушича (Босния и Герцеговина) и одержал победу со счётом 28:5. Таким образом, Улугбек Рашитов обеспечил себе как минимум серебряную медаль и теперь в финале выйдет на даян против победителя боя представителей Великобритании-Китая. ","['Красава!!!!!!', 'Молодец, удачи... ', 'Это класс! Удача в финале.', 'Дмитрий Майор, сколько выиграли на тотализаторе?', 'Удачи Узбекским военным.', 'Удачи братишка ???', 'Это Узбекистан Детка?', 'Респект Улугбек!!! Удачи!!!! ', 'Ура! Узбекистан вперёд!\nУдачи Улугбек!', 'Будем болеть за него . Вперёд парень у тебя получится ']","[0.5157548, 0.48424515]",0,1,The medal is secured: the Taekwundist Ulugbek Rashitov went to the Olympic Games final,"['Breath!!!!!!!!! ', 'Good luck, good luck... ', 'That's good luck! ', 'Dmitri Major, how much did you win?', 'Good luck with the Uzbek military.', 'Good luck brother?'?? ', 'This Uzbekistan Baby?' ', 'Expect Ulugbeck!!!!!!!!!!! ', 'Oh, Uzbekistan! Go! 'Know Ulugbeck!', 'Let's cheer up for him.'"
